area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1584.01,3,1,104,6731.21
Plot  Area,Ready To Move,Vasanth nagar,4 BHK,875,4,0,150,3965.29
Plot  Area,Ready To Move,Kammasandra,4 BHK,1200,6,3,60,7138.7
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1485,2,2,70,2629.57
Built-up  Area,Ready To Move,Hennur Road,3 BHK,1100,2,1,78,3366.44
Super built-up  Area,18-Mar,8th Phase JP Nagar,2 BHK,1245,2,1,59,9640.59
Built-up  Area,19-Dec,Hennur Road,4 BHK,1880,4,0,154,7490.43
Super built-up  Area,20-Jul,Frazer Town,3 BHK,2214,3,3,350,9138.43
Built-up  Area,18-Jun,Anathanagar,2 BHK,1050,2,2,45,7732.39
Plot  Area,Ready To Move,Vishveshwarya Layout,4 BHK,600,4,2,95,5498.89
Super built-up  Area,19-Jul,Bannerghatta Road,3 BHK,1640,3,2,105,1415.23
Super built-up  Area,Ready To Move,Basavanapura,2 BHK,1165,2,1,65,7730.23
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1110,2,1,43,9721.77
Super built-up  Area,Ready To Move,vinayakanagar,7 BHK,1200,5,2,200,4775.69
Built-up  Area,Ready To Move,St. John's Road,4 BHK,4000,4,2,630,9124.84
Built-up  Area,Ready To Move,Uttarahalli,4 BHK,4500,4,0,150,1908.89
Plot  Area,Ready To Move,Jaraganahalli Jp Nagar Post,4 BHK,600,4,3,65,7692.91
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1300,2,2,75,1917.52
Plot  Area,Ready To Move,adigondanhalli,2 BHK,1200,1,0,42,5785.15
Plot  Area,Immediate Possession,Yelahanka,2 BHK,1500,2,2,12.75,1943.62
Super built-up  Area,18-Aug,Hennur Road,2 BHK,1232,2,1,69.61,7919.48
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1704,3,2,94.36,321
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1275,2,2,88,3813.75
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1222,2,1,68,1381.37
Super built-up  Area,Ready To Move,Varthur,2 BHK,1155,2,2,39,2920.65
Super built-up  Area,18-Apr,Electronic City,2 BHK,1000,2,1,29.95,1479.76
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1200,2,1,45,4045.69
Super built-up  Area,19-Dec,Yelahanka,3 BHK,1517,3,2,71.28,1363
Super built-up  Area,18-May,Horamavu Agara,2 BHK,1166,2,1,37.29,8817.89
Built-up  Area,Ready To Move,Electronic City,2 BHK,870,2,2,24,818.58
Super built-up  Area,Ready To Move,5th Phase JP Nagar,5 BHK,4000,5,2,170,4910.42
Plot  Area,Ready To Move,Rajaji Nagar,4 BHK,1350,4,1,230,301.23
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,3019,6,2,190,1298.85
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1345,3,1,58,1673.98
Plot  Area,Ready To Move,Dommasandra,3 BHK,900,3,1,75,6396.32
Super built-up  Area,Ready To Move,EPIP Zone,4 BHK,3800,5,2,170,9616.33
Super built-up  Area,Ready To Move,Chandapura,3 BHK,971,2,2,38,5825.51
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2,1,52.32,1105.55
Built-up  Area,Ready To Move,EPIP Zone,2 BHK,1810,2,2,65,9469.04
Built-up  Area,Ready To Move,"Whitefield,",2 BHK,1300,2,1,58,8427.21
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1185,2,2,45,1489.31
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,1350,2,3,68,7869.48
Super built-up  Area,20-Jun,Budigere,3 BHK,1590,3,0,76.16,6772.95
Super built-up  Area,Ready To Move,Thyagaraja Nagar,7 BHK,3000,6,3,180,7986.76
Plot  Area,Ready To Move,Brookefield,4 BHK,1560,3,2,149,1242.05
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1650,3,2,126,7991.2
Super built-up  Area,Ready To Move,Off Bannergatta Road,3 BHK,1645,3,2,87,3281.95
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1748,3,2,103,5704.91
Plot  Area,18-Nov,Channasandra,3 BHK,1200,3,1,67.77,5218.97
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1170,2,3,50,4167.87
Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3420,4,2,225,827.7
Built-up  Area,Ready To Move,Hulimavu,3 BHK,1320,2,2,65,960.06
Super built-up  Area,18-Jul,Bhoganhalli,3 BHK,1610,3,2,84.53,3309.24
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1870,3,3,180,8616.02
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1510,2,1,110,1985.84
Built-up  Area,Ready To Move,Kammagondahalli,6 BHK,2700,7,3,110,5424.54
Super built-up  Area,Ready To Move,Kanakapura  Rod,3 BHK,1305,2,1,45.68,7195.65
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,1500,2,1,70,9560.01
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1149,2,1,130,4169.29
Built-up  Area,Ready To Move,Thanisandra,4 BHK,1948,4,2,129,1661.17
Plot  Area,Ready To Move,Margondanahalli,3 BHK,1448,3,1,70,8284.85
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1242,2,1,78,906.77
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,1268,2,1,58,9028.75
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1101,2,1,50,1775.73
Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,1255,2,3,65,3233.82
Super built-up  Area,Ready To Move,Gunjur,3 BHK,1362,3,1,62.63,2182.17
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,984,3,2,140,858.95
Super built-up  Area,18-May,Hosa Road,2 BHK,1089,2,1,32.67,5343.2
Built-up  Area,Ready To Move,Byrathi Village,2 BHK,800,1,3,95,6565.02
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345,2,1,57,1438.82
Plot  Area,Ready To Move,Thanisandra,8 BHK,3600,9,3,125,1121.2
Plot  Area,Ready To Move,Krishna Nagar,4 BHK,1650,2,1,140,9381.18
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,950,2,1,45,5577.84
Super built-up  Area,Ready To Move,HBR Layout,2 BHK,1068,2,1,43,854.66
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,860,1,2,31,2600.45
Built-up  Area,Ready To Move,Kengeri,8 BHK,3000,5,2,130,1437.33
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1756,3,2,66.73,1289.87
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1205,2,1,41,1128.61
Plot  Area,Ready To Move,Hoodi,8 BHK,1120,8,2,155,3919.26
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1800,3,2,125,709.58
Super built-up  Area,18-Jan,Ashok Nagar,4 BHK,8321,5,2,2912,9973.02
Built-up  Area,Ready To Move,Hormavu,3 BHK,1604,3,0,68,5306.79
Super built-up  Area,18-May,Old Airport Road,4 BHK,2732,4,3,204,1257.95
Super built-up  Area,18-Dec,Chandapura,2 BHK,1015,2,2,25.88,5854.11
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1200,2,2,42,659.22
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,1010,2,2,38,5744.21
Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1250,3,0,170,9334.51
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,1010,2,1,41,580
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1050,2,2,33.1,1340.47
Super built-up  Area,Ready To Move,Harlur,3 BHK,1710,3,2,85,1576.01
Super built-up  Area,19-Jan,Mysore Road,3 BHK,1248.52,3,2,115,1943.36
Built-up  Area,Ready To Move,Attibele,1 BHK,410,1,1,10,6383.66
Super built-up  Area,18-Oct,Bannerghatta Road,3 BHK,1656,2,1,62.93,848.02
Super built-up  Area,Ready To Move,Naganathapura,3 BHK,1451,3,1,68,4996.93
Super built-up  Area,Ready To Move,Giri Nagar,6 BHK,1200,3,0,175,6293.81
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250,2,2,93,457.26
Plot  Area,Ready To Move,Meenakunte,3 BHK,4395,3,3,240,7901.31
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4600,6,2,650,1791.52
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,1340,2,3,42,8119.42
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1100,2,2,38.5,9925.33
Super built-up  Area,Ready To Move,Whitefield,4 BHK,6000,6,2,700,1127.06
Super built-up  Area,Ready To Move,Devarachikkanahalli,3 BHK,1700,3,1,71,3749.98
Plot  Area,Ready To Move,Yelahanka,6 BHK,1200,5,0,150,1719.95
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1096,2,1,43,1234.61
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160,2,1,33.5,1680.95
Built-up  Area,Ready To Move,"Sarjapur Road,",3 BHK,1936,3,2,139,3728.53
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1269,2,2,63,8525.33
Super built-up  Area,19-Dec,Richmond Road,3 BHK,3500,3,1,630,6726.31
Super built-up  Area,18-May,Panathur,3 BHK,1586,3,1,125,4876.87
Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,1376,2,1,124,627.89
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452,3,3,56.5,1569.94
Super built-up  Area,18-Aug,Hosa Road,3 BHK,1538,3,1,107,4466.4
Super built-up  Area,18-May,Hosur Road,3 BHK,1427,2,1,130,3212.78
Built-up  Area,Ready To Move,Upadhyaya Layout,2 BHK,935,2,0,40,6035.36
Built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,1220,2,3,65,6986.58
Super built-up  Area,Ready To Move,Harlur,2 BHK,1197,2,1,77,1851.93
Super built-up  Area,18-Dec,Varthur,2 BHK,674,1,1,19.9,3856.43
Built-up  Area,Ready To Move,Kengeri,1 BHK,410,1,1,15,1434.57
Built-up  Area,18-Apr,Thanisandra,3 BHK,1573,3,1,90,1704.56
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1135,2,2,58,6075.12
Built-up  Area,18-Dec,Huskur,3 BHK,1400,2,1,40.43,8222.58
Super built-up  Area,Ready To Move,Agrahara Dasarahalli,1 BHK,1200,1,0,65,4433.61
Plot  Area,Ready To Move,Ittamadu,3 BHK,1800,3,0,95,5597.45
Built-up  Area,Ready To Move,Avalahalli,3 BHK,2045,3,2,108,7439.6
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,1268,2,1,56,3127.11
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883,2,1,39,8057.23
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1600,3,3,100,1802.64
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056,2,2,70,1278.97
Plot  Area,Ready To Move,Whitefield,4 BHK,4500,4,2,330,1821.54
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1204,2,2,58,1730.79
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1410,2,1,54,5017.05
Built-up  Area,Ready To Move,Hennur Road,2 BHK,1460,2,1,80.3,5267.83
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1100,2,1,41.18,7752.15
Super built-up  Area,Ready To Move,Govindapura,2 BHK,1310,2,1,88,6942.39
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,1600,3,2,90,4135.61
Super built-up  Area,Ready To Move,Lottegolla Halli,2 BHK,1250,2,2,55,5169.51
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1665,3,2,74.93,1879.98
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345,2,1,57,1625.81
Built-up  Area,Ready To Move,Hosahalli Extension,5 BHK,2000,5,2,240,9901.82
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1416,2,2,67,8369.09
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1145,2,2,46,1930.37
Built-up  Area,Ready To Move,Munnekollal,10 BHK,7200,10,3,200,4513.32
Built-up  Area,Ready To Move,Jigani,3 BHK,1231,3,2,58,6314.45
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1664,3,0,73.95,824.26
Built-up  Area,Ready To Move,TC Palaya,3 BHK,2000,3,1,76,7695.32
Built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,972,2,2,43,6284.98
Built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,4500,4,3,345,5427.32
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1185,2,1,47.39,1834.89
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1750,3,2,81,8979.87
Built-up  Area,Ready To Move,Byadarahalli,3 BHK,3155,4,2,316,3156.11
Super built-up  Area,18-Dec,Balagere,2 BHK,1007,2,1,68,7266.54
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1700,3,2,200,483.92
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1250,2,2,85,1298.79
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,1200,2,1,54,8824.29
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,994,2,1,42.28,5168.88
Super built-up  Area,18-Apr,Ramamurthy Nagar,2 BHK,1150,2,2,40,1931.66
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1220,2,2,46,1015.56
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,1441,2,1,115,7639.06
Super built-up  Area,19-Mar,Old Madras Road,2 BHK,1157,2,2,47.32,7704.74
Super built-up  Area,Ready To Move,RPC layout,6 BHK,1300,6,3,150,4765.37
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,1400,2,2,105,5273.25
Built-up  Area,Ready To Move,Tindlu,3 BHK,1370.07,3,1,65,8843.59
Plot  Area,Ready To Move,Magadi Road,5 BHK,1200,4,1,130,8332.64
Super built-up  Area,20-Dec,Judicial Layout,2 BHK,900,2,1,40,5303.67
Super built-up  Area,Ready To Move,Kodipalya,1 BHK,418,1,1,17,6737.7
Plot  Area,Ready To Move,Vishwapriya Nagar,3 BHK,1200,3,1,80,3431.76
Built-up  Area,Ready To Move,ISRO Layout,2 BHK,1200,2,3,43,4461.22
Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,1062,2,1,42.48,6400.74
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1120,2,1,51,903.17
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1012,2,1,44,1812
Plot  Area,Ready To Move,Postal Colony,3 BHK,1500,2,1,200,8026.04
Built-up  Area,Ready To Move,ISRO Layout,4 BHK,950,4,2,180,9605.44
Super built-up  Area,Ready To Move,Kadabagere,2 BHK,675,2,2,13.5,7854.27
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1430,2,2,78,1928.48
Super built-up  Area,Ready To Move,Channasandra,3 BHK,1195,2,1,56,5663.54
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2640,5,1,150,7201.53
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1,42,3953.94
Super built-up  Area,18-Sep,Hennur Road,3 BHK,1570,3,0,75.99,7494.9
Plot  Area,Ready To Move,Kammanahalli,6 BHK,782,4,2,85,836.94
Built-up  Area,18-Feb,Sonnenahalli,2 BHK,1011,2,1,59,8066.62
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1450,2,1,102,3810.94
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1129,2,1,69,1754.7
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,1126,2,1,36,7086.83
Plot  Area,18-Dec,Attibele,3 BHK,1200,3,2,110,6013.91
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1180,2,2,45,1988.23
Plot  Area,Ready To Move,1st Block HRBR Layout,3 BHK,600,4,2,125,3634.63
Plot  Area,18-Apr,Bannerghatta,4 BHK,940,4,2,45,7670.71
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1933,3,2,140,4983.78
Built-up  Area,Ready To Move,TC Palaya,2 BHK,1082,2,2,64,7480.63
Plot  Area,Ready To Move,LB Shastri Nagar,8 BHK,2400,8,1,250,7253.37
Super built-up  Area,19-Dec,Anwar Layout,1 BHK,610,1,0,28,4074.2
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 BHK,1560,4,1,160,2413.49
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300,3,3,77.99,7351.41
Built-up  Area,Ready To Move,Kudlu Gate,4 BHK,3850,6,0,205,3897.61
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1125,2,1,46,1118.22
Plot  Area,Ready To Move,Bileshivale,6 BHK,2400,7,2,107,8846.72
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,777.4,2,0,25,5289.64
Super built-up  Area,Ready To Move,Battarahalli,4 BHK,2500,3,1,65,6416.42
Super built-up  Area,Ready To Move,Old Airport Road,3 BHK,1798,3,2,150,1929.37
Built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,1864,3,2,120,4590.04
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1115,2,1,51.91,1267.55
Super built-up  Area,Ready To Move,Kengeri,1 BHK,400,1,1,25,1527.75
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1200,2,1,70,677.67
Super built-up  Area,18-May,Ananth Nagar,2 BHK,992,2,2,24.8,9311.57
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,950,2,3,57,9408.31
Plot  Area,Ready To Move,R.T. Nagar,4 BHK,1500,4,3,185,8436.48
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1200,2,1,62,1074
Built-up  Area,Ready To Move,GM Palaya,3 BHK,1735,3,2,70,3173.67
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,1750,3,3,172,5686.42
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1009,2,2,56,969.86
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1470,2,3,102,655.19
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1527,3,2,115,1593.36
Built-up  Area,Ready To Move,Singapura Village,2 BHK,985,2,1,45,3307.8
Built-up  Area,Ready To Move,Chandapura,4 BHK,3300,4,2,135,6509.78
Super built-up  Area,18-Jun,Whitefield,2 BHK,1277,2,1,77,1098.49
Super built-up  Area,18-May,Nallurhalli,2 BHK,1100,2,1,62,6025.59
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1820,3,2,140,1601.52
Super built-up  Area,Ready To Move,Puttanahalli,4 BHK,1530,3,3,87,6005.93
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1886,3,2,205,520.64
Plot  Area,Ready To Move,Chandra Layout,3 BHK,1200,2,0,190,3459.4
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1880,4,2,110,5810.1
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2,2,52.35,1717.82
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2,1,36,1898.21
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1140,2,2,46,5894.48
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1025,2,1,29.6,1308.3
Built-up  Area,Ready To Move,Whitefield,4 BHK,3453,4,2,247,1643.15
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1490,2,2,59.6,1931.33
Plot  Area,Ready To Move,Akshaya Vana,4 BHK,1200,4,2,165,4869.43
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1850,3,2,140,1328.17
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,1250,2,1,78,6387.92
Super built-up  Area,Ready To Move,Kamakya Layout,4 BHK,2400,3,1,108,7267.85
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3522,5,3,716,3774.1
Super built-up  Area,18-Dec,Jalahalli,2 BHK,1244,2,2,88,613.87
Plot  Area,Ready To Move,Kumaraswami Layout,4 BHK,623,4,1,75,4307.22
Super built-up  Area,18-Dec,Kengeri Satellite Town,2 BHK,1025,2,1,28.57,6571.51
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1034,2,1,38,1434.92
Super built-up  Area,18-Jan,Kengeri Satellite Town,3 BHK,1191,2,2,33.34,9133.42
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719,3,2,71,6237.46
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1035,2,1,39.33,2558.88
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 BHK,1500,3,2,230,4616.76
Super built-up  Area,18-Dec,Hosa Road,3 BHK,1470,2,2,84.22,9119.76
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1140,2,1,50.66,1005.21
Super built-up  Area,Ready To Move,Harlur,3 BHK,1752.12,3,2,125,1311.04
Plot  Area,Ready To Move,BTM 1st Stage,6 BHK,600,6,2,80,4310.21
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 BHK,600,3,1,84,8413.13
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2990,3,2,170,6320.61
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1660,3,2,85,1221.37
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1275,3,3,63.43,1233.32
Super built-up  Area,18-Jun,Bommasandra Industrial Area,3 BHK,1365,3,1,52.81,8965.5
Plot  Area,Ready To Move,"MEI layout, Bagalgunte",3 BHK,1200,2,0,90,6876.42
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,2546,3,2,170,1661.44
Super built-up  Area,20-Oct,Banashankari Stage VI,3 BHK,1392,3,1,69.46,9279.27
Super built-up  Area,18-Mar,Whitefield,2 BHK,1245,2,1,59.76,1882.09
Built-up  Area,Ready To Move,Rayasandra,5 BHK,1200,3,1,65,5299.56
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1162,2,2,64.08,776.23
Super built-up  Area,Ready To Move,Singasandra,3 BHK,1476,2,1,73,3174.13
Built-up  Area,Ready To Move,KR Puram,1 BHK,700,1,1,21.5,1252.2
Built-up  Area,Ready To Move,Gnana Bharathi,6 BHK,3600,6,1,170,9270.59
Built-up  Area,Ready To Move,Jigani,2 BHK,943,2,2,48,4823.91
Plot  Area,Ready To Move,Pai Layout,2 BHK,1150,2,1,170,4911.57
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1113,2,1,44.5,1163.15
Super built-up  Area,20-Dec,Varthur,3 BHK,1615,3,2,69.43,3224.63
Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,1279,2,3,100,6068.33
Super built-up  Area,Ready To Move,Kacharakanahalli,2 BHK,1256,2,1,60,8087.14
Built-up  Area,Ready To Move,Benson Town,3 BHK,1805,3,2,280,3789.82
Built-up  Area,Ready To Move,Sompura,3 BHK,1350,3,1,65,7719.4
Super built-up  Area,18-May,SRINIVASAPURA,3 BHK,1525,3,2,68.63,4431.27
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,1357,2,1,123,766.34
Super built-up  Area,19-Mar,Hebbal,3 BHK,1645,3,2,117,1117.39
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3,2,92,4049.26
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,845,2,2,32,2179.93
Built-up  Area,Ready To Move,Sidedahalli,2 BHK,900,2,0,25,6943.69
Super built-up  Area,18-Sep,Varthur,2 BHK,1210,2,1,64.15,2227.52
Super built-up  Area,19-Aug,Electronic City Phase II,2 BHK,829,2,1,22.8,966.53
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1879,3,2,155,1160.04
Super built-up  Area,17-Jun,Hosur Road,3 BHK,1250,2,2,50,4971.57
Built-up  Area,Ready To Move,Jeevanhalli,4 BHK,1200,2,2,35,7229.68
Super built-up  Area,19-Mar,Marathahalli,3 BHK,1108,2,1,60,1780.09
Super built-up  Area,18-Aug,Kanakpura Road,3 BHK,1401,3,2,69,1713.62
Super built-up  Area,19-Oct,Sarjapur  Road,3 BHK,1157,2,1,75,1114.98
Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,2 BHK,1185,2,1,42.66,4717.17
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1751,3,2,115,9760.54
Plot  Area,Ready To Move,Mahalakshmi Puram,5 BHK,1550,3,1,250,3057.65
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1880,3,2,96.5,1855.66
Super built-up  Area,20-Dec,Whitefield,3 BHK,1322.5,3,0,40.985,1039.67
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1175,2,2,38,6841.85
Built-up  Area,Ready To Move,Jalahalli,2 BHK,1407,2,1,98.49,471.15
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1000,2,2,50,520.18
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1518,3,3,75,1648.54
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",4 BHK,3600,4,2,300,7113.68
Super built-up  Area,18-May,Tumkur Road,2 BHK,1027,2,1,67,2635.88
Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,3730,6,2,430,6876.82
Built-up  Area,Ready To Move,HSR Layout,2 BHK,1145,2,2,46,1676.85
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,1260,2,2,113,321.17
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1500,2,3,47.25,813.44
Super built-up  Area,Ready To Move,Varthur,3 BHK,1737,2,1,57.32,2916.13
Super built-up  Area,18-Dec,Hennur,4 BHK,3517,2,2,161.5,958.2
Plot  Area,Ready To Move,Byrathi Village,3 BHK,1600,4,1,120,7650.41
Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1500,3,2,135,4498.37
Plot  Area,Ready To Move,Sabari Nagar,2 BHK,1120,2,0,60,6029.96
Plot  Area,Ready To Move,Banashankari Stage V,3 BHK,1200,4,1,240,4383.7
Super built-up  Area,18-Dec,Hennur Road,2 BHK,1030,2,1,46.5,6839.39
Built-up  Area,Ready To Move,Gubbalala,6 BHK,2500,6,1,88,3812.37
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1057,2,1,35,3161.75
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,2774,4,3,208,861.36
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1460,2,2,38.5,1945.11
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1075,2,1,53.7,3996
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1080,2,1,60,1650.17
Super built-up  Area,19-Dec,Kodihalli,4 BHK,3626,5,3,788,3475.48
Super built-up  Area,Ready To Move,Ashraya Layout,6 BHK,5100,7,2,225,3757.12
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1139.7,2,1,45,6562.13
Super built-up  Area,18-Jun,Whitefield,2 BHK,1074,2,1,42.8,1357.85
Plot  Area,18-Jul,Whitefield,2 BHK,1200,2,1,46.13,1941.9
